"ImportedID","CarSearchID","Engine","DealerPhone","CarYear","ErrFlg","Color","Price","BodyStyle","CarName","SellerType","SellerName","ListingID","Miles","ScraperRunID","Created"
"8763984","1578","2.2L I4 8V MPFI OHV Flexible Fue","8774455005","2001","0","Gray","0","Gray","Chevrolet S-10 123 WB","Dealer:","Healey Brothers Used Car Outlet","86192508","139280","195",NULL
"8767706","15893","5.7L V8 32V MPFI DOHC","8669830372","2008","0","Slate Metallic","34971","Slate Metallic","Toyota Sequoia Limited","Dealer:","King Auto Group","84833990","70185","195",NULL
"8771501","16062","3.6L V6 24V GDI DOHC","8664151230","2011","0","Red","21960","Red","Chevrolet Camaro LT","Dealer:","D Dahle Mazda","82938215","28323","195",NULL
"8773206","1612","2.4L I4 16V MPFI DOHC","8888084953","2008","0","White","8495","White","Chrysler PT Cruiser Touring","Dealer:","United Auto Land","83965418","79000","195",NULL
"8774461","16178","3.5L V6 24V MPFI DOHC","8887134436","2007","0","Gray","19995","Gray","Ford Edge SEL","Dealer:","Hinckley Dodge Chrysler Jeep RAM","78564773","48001","195",NULL
"8779917","1640","4.7L V8 16V MPFI SOHC Flexible F","8882113665","2011","0","Bright White","24980","Bright White","Dodge Ram 1500 SLT","Dealer:","Westbury Jeep/Chrysler/Dodge/RAM","81649037","20781","195",NULL
"8785630","16782","5.3L V8 16V MPFI OHV Flexible Fu","8886907201","2007","0","Silver Birch","13999","Silver Birch","Chevrolet Silverado 1500 LT Classic","Dealer:","Kupper Chevrolet-Subaru","77957657","151635","195",NULL
"8788386","1701","3.8L V6 12V MPFI OHV","8778102154","2002","0","Beige","5995","Beige","Ford Windstar SE","Dealer:","Auto Resource Center of Hunterdon","84215773","86926","195",NULL
"8793885","1751","3.7L V6 24V MPFI DOHC","8666309959","2009","0","Gray","27988","Gray","Infiniti G37 x","Dealer:","North Shore Honda","85070450","25612","195",NULL
"8796958","178","1.4L I4 16V MPFI DOHC Turbo","8773648356","2011","0","Imperial Blue Metallic","16995","Imperial Blue Metallic","Chevrolet Cruze LT","Dealer:","Mora Chevrolet Buick","83437136","14697","195",NULL
"8801735","18176","3.6L V6 24V GDI DOHC","8778863501","2010","0","Silver","26995","Silver","Chevrolet Traverse","Dealer:","Sid Dillon Fremont","82774521","28583","195",NULL
"8802981","18224","4.7L V8 16V MPFI SOHC","8883273519","2004","0","White","13998","White","Dodge Ram 1500 ST","Dealer:","CarMax","86467176","20132","195",NULL
"8811049","18615","1.9L I4 16V MPFI DOHC","8886950986","1996","0","Green","3500","Green","Saturn SL 2","Dealer:","Sid Dillon Crete","86068837","135589","195",NULL
"8814090","1884","3.5L V6 24V MPFI DOHC","8882788064","2010","0","Arctic White","39995","Arctic White","Mercedes-Benz E-Class E350","Dealer:","Mercedes-Benz of Danbury","80085768","18017","195",NULL
"8814461","1886","4.6L V8 32V MPFI DOHC","8778839831","2011","0","Arctic White","63000","Arctic White","Mercedes-Benz GL-Class GL450 4MATIC","Dealer:","Faulkner Toyota","86496258","9515","195",NULL
"8814780","1887","3.5L V6 24V MPFI DOHC","8882596960","2011","0","White","33900","White","Mercedes-Benz GLK-Class GLK350 4MATIC","Dealer:","Mercedes-Benz Manhattan, Inc. / smart center Manhattan","81337087","13893","195",NULL
"8818364","1918","3.5L V6 24V MPFI DOHC","8666676530","2010","0","Super Black","23995","Super Black","Nissan Altima 3.5 SR","Dealer:","Route 46 Nissan","86376879","28603","195",NULL
"8819967","19334","1.8L I4 16V MPFI DOHC","8882598272","2001","0","Metallic","8581","Metallic","Toyota Corolla LE","Dealer:","City Motor","86360456","55211","195",NULL
"8827777","20294","3.7L V6 12V MPFI SOHC","8882330550","2010","0","Stone White","24000","Stone White","Dodge Nitro SXT","Dealer:","Peterson""s Stampede Dodge Chrysler Jeep RAM","84469784","15239","195",NULL
"8832323","2057","3.3L V6 24V MPFI DOHC","8666591842","2008","0","Pearl","17500","Pearl","Toyota Camry Solara SE","Dealer:","Prestige Automobiles Inc.","74962638","33117","195",NULL
"8834252","20716","1.8L I4","8663027201","2010","0","Blue","18530","Blue","Toyota Corolla LE","Dealer:","Steve""s Hometown Toyota","33692420","49","195",NULL
"8842664","21026","6.0L V8 32V DDI OHV Turbo Diesel","8888714197","2006","0","Oxford White","17990","Oxford White","Ford F250 XLT","Dealer:","Speed Sports","82461542","147430","195",NULL
"8845766","2116","3.2L I6 24V MPFI DOHC","8777572940","2009","0","Black Stone","22500","Black Stone","Volvo S80 3.2","Dealer:","Prestige Volvo","84802307","41907","195",NULL
"8849565","21420","3.5L V6 24V MPFI DOHC","8668953884","2009","0","Black","26884","Black","Toyota RAV4 Limited","Dealer:","Capitol Toyota Scion","86079431","46251","195",NULL
"8854239","2197","3.0L I6 24V MPFI DOHC","8882839695","2008","0","Monaco Blue Metallic","29900","Monaco Blue Metallic","BMW X3 3.0si","Dealer:","BMW Cleveland","83318726","37410","195",NULL
"8855102","2205","3.8L V6 12V MPFI OHV","8885646360","2008","0","Dark Slate Metallic","15499","Dark Slate Metallic","Buick LaCrosse CX","Dealer:","George Matick Chevrolet","83856024","47324","195",NULL
"8857219","2223","4.6L V8 32V MPFI DOHC","8777045406","1997","0","Sage Metallic","6950","Sage Metallic","Cadillac Eldorado Base","Dealer:","Cadillac of Novi","85309039","75087","195",NULL
"8857325","2224","6.2L V8 16V MPFI OHV Flexible Fu","8884589271","2011","0","Silver Lining Metallic","57690","Silver Lining Metallic","Cadillac Escalade Luxury","Dealer:","Valley Mitsubishi","84601444","16360","195",NULL
"8859659","22370","5.2","8889049851","2001","0","White","4000","White","Dodge Ram 1500 ST","Dealer:","MP Auto Sales","85115484","170754","195",NULL
"8861587","22438","2.4L I4","8887456362","2007","0","Light Blue","0","Light Blue","Honda CR-V EX-L","Dealer:","SanTan Honda Superstore of Chandler","29508172","34581","195",NULL
"8862000","22467","2.4L I4 16V GDI DOHC","8772096157","2011","0","White","19885","White","Hyundai Sonata GLS","Dealer:","Horne Kia","86627800","44545","195",NULL
"8862804","2250","5.7L V8 16V MPFI OHV","8886476681","1996","0","Green","14995","Green","Chevrolet Corvette Base","Dealer:","LaRiche Chevrolet Cadillac","85973894","37995","195",NULL
"8863479","2252","2.4L I4 16V GDI DOHC","8885646360","2010","0","Gold Mist Metallic","19499","Gold Mist Metallic","Chevrolet Equinox LT","Dealer:","George Matick Chevrolet","76670502","55599","195",NULL
"8864437","2258","3.5L V6 12V MPFI OHV Flexible Fu","8774383902","2011","0","White","18823","White","Chevrolet Impala LT","Dealer:","Dave White Chevrolet","83944566","8100","195",NULL
"8868602","2284","3.5L V6 12V MPFI OHV","8772060737","2006","0","Green","7475","Green","Chevrolet Uplander LS","Dealer:","Target Auto Group","75858242","95000","195",NULL
"8870910","22903","3.0L I6 24V GDI DOHC Twin Turbo","8776900974","2009","0","Carbon Black Metallic","37995","Carbon Black Metallic","BMW 535 i","Dealer:","Mike Pile BMW","85831415","38351","195",NULL
"8871925","22939","4.2L I6 24V MPFI DOHC","8888397122","2004","0","Blue","9450","Blue","Buick Rainier CXL","Dealer:","Wayne Eidson Chevrolet Buick","81317610","96139","195",NULL
"8881160","2309","2.0L I4","8774659984","2010","0","Inferno Red Crystal Pearl","13944","Inferno Red Crystal Pearl","Dodge Caliber SXT","Dealer:","Tri County Chrysler Dodge Jeep RAM","71713445","46806","195",NULL
"8884125","23136","3.5L V6 24V MPFI SOHC","8885516499","2009","0","Nighthawk Black Pearl","28888","Nighthawk Black Pearl","Honda Odyssey Touring","Dealer:","Sewell Infiniti Dallas","85435707","26661","195",NULL
"8887068","231","2.4L I4 16V MPFI DOHC","8889325254","2010","0","Bright Silver Metallic","13795","Bright Silver Metallic","Chrysler Sebring Touring","Dealer:","Coon Rapids Chrysler Jeep Dodge RAM","83427323","35933","195",NULL
"8888547","23223","3.0L V6 24V GDI DOHC","8772195863","2006","0","Red","16800","Red","Lexus GS 300","Dealer:","Courtesy Nissan","85844630","100733","195",NULL
"8895103","23375","3.0L V6 24V MPFI SOHC","8884588775","2008","0","Graphite Gray Pearl","19899","Graphite Gray Pearl","Mitsubishi Outlander XLS","Dealer:","driversselect","84277166","31379","195",NULL
"8901189","2361","2.0L I4 16V MPFI DOHC","8662977261","2000","0","Black","3900","Black","Ford Escort ZX2","Dealer:","Ray Laethem Buick-GMC","85426839","82369","195",NULL
"8905640","2399","2.4L I4 16V MPFI DOHC","8885233357","2008","0","Light Blue","20781","Light Blue","Honda CR-V EX","Dealer:","Preferred Auto Credit","85275493","53640","195",NULL
"8906964","2419","1.8L I4 16V MPFI DOHC","8664143639","2011","0","Radiant Silver Metallic","16980","Radiant Silver Metallic","Hyundai Elantra GLS","Dealer:","Coughlin Hyundai","82393571","17323","195",NULL
"8912940","25074","4.8L V8 16V MPFI OHV","8883266003","2007","0","Silver","26094","Silver","Chevrolet Silverado 1500","Dealer:","Chuck Stevens Internet Department","86662397","57394","195",NULL
"8916505","25277","4.0L I6 12V MPFI OHV","8773543062","1999","0","Black","6995","Black","Jeep Grand Cherokee Limited","Dealer:","Pete Moore Chevrolet","85294733","112328","195",NULL
"8917663","25356","2.3L I4 16V MPFI DOHC","8884299862","2007","0","Silver","11372","Silver","Mazda Mazda6 i","Dealer:","BMW of Montgomery","85517141","67117","195",NULL
"8920145","25566","2.5L I4 16V MPFI DOHC","8664850175","2011","0","Black","19999","Black","Toyota RAV4 Sport","Dealer:","Bob Tyler Toyota/Scion","82097593","26813","195",NULL
"8920890","2571","3.0L V6 24V GDI DOHC","8883387179","2012","0","Black","38995","Black","Mercedes-Benz C-Class C300 Sport 4MATIC","Dealer:","Mercedes-Benz Of Bedford","81391273","0","195",NULL
"14993258","2429","2.4L I4 16V MPFI DOHC Hybrid","8777334577","2011","0","White","17000","Sedan","Hyundai Sonata Hybrid Base","unknown","Baumann Auto Group Chrysler Dodge Jeep RAM Hyundai","112488485","45408","275","2013-08-25 22:31:52"
"8928094","2733","2.5L H4 16V MPFI SOHC","8887600841","2010","0","Satin White Pearl","17567","Satin White Pearl","Subaru Impreza 2.5i","Dealer:","Glassman Subaru Hyundai Kia Saab","83187290","13724","195",NULL
"8928763","2745","3.5L V6 24V MPFI DOHC","8882310436","2006","0","Blizzard Pearl","14950","Blizzard Pearl","Toyota Avalon Limited","Dealer:","Metro Toyota","85511734","81346","195",NULL
"8933011","2836","2836","2.8L V6 30V MPFI","2147483647","2000","0","0","2900","White","Audi A6 Avant quattro","Dealer:","0","68228309","195",NULL
"8937584","2943","3.0L V6 24V GDI DOHC Flexible Fu","8884489301","2011","0","Summit White","29950","Summit White","Chevrolet Equinox LTZ","Dealer:","DARCARS of Fairfax","86587489","24213","195",NULL
"8942032","3022","5.7L V8 16V MPFI OHV","8884815765","2007","0","Flame Red","11565","Flame Red","Dodge Ram 1500 SLT","Dealer:","Williamsburg Chrysler Jeep Kia Dodge RAM","79466367","128097","195",NULL
"8943452","3056","4.0L V6 12V MPFI SOHC","8773947834","2008","0","Black","19988","Black","Ford Explorer Eddie Bauer","Dealer:","Kip Killmons Cars Under 10K","85720715","31786","195",NULL
"8950328","3170","3.8L V6 12V MPFI OHV","8887383693","2010","0","Black","25893","Black","Jeep Wrangler Unlimited MOUNTAIN","Dealer:","Crossroads Chrysler Dodge Jeep RAM","82446555","33467","195",NULL
"8958111","335","3.5L V6 24V MPFI SOHC","8882719387","2009","0","Gray","26947","Gray","Honda Pilot EX-L","Dealer:","Tom Kadlec Honda","86316361","52645","195",NULL
"8966156","3629","2.2L I4 16V MPFI DOHC","8778858129","2010","0","Victory Red","13435","Victory Red","Chevrolet Cobalt LT","Dealer:","West Herr Used Cars of Amherst","86682656","35701","195",NULL
"8971022","3741","2.5L I4 16V MPFI DOHC","8778254602","2010","0","Red","17825","Red","Ford Escape XLT","Dealer:","West Herr Chrysler Jeep","85744260","25682","195",NULL
"8991003","4515","3.7L V6 24V MPFI DOHC","8885712980","2011","0","Blue Slate","33997","Blue Slate","Infiniti G37 Base","Dealer:","OffLease4Less.com","85713570","11388","195",NULL
"8995662","4654","5.5L V8 32V MPFI DOHC","8884831130","2007","0","Black","0","Black","Mercedes-Benz S-Class S550","Dealer:","Doral Lincoln","86508436","45970","195",NULL
"8998672","4800","2.4L I4 16V MPFI DOHC","8885879406","2009","0","Blue","14787","Blue","Scion tC Base","Dealer:","Metro Ford","84811401","60322","195",NULL
"9000142","4838","3.3L V6 24V MPFI DOHC","8773029146","2004","0","White","10990","White","Toyota Sienna XLE","Dealer:","Lauderdale Infiniti","82370013","101166","195",NULL
"9002640","498","3.0L V6 24V MPFI DOHC","8888593993","2007","0","Barolo Red Metallic","19996","Barolo Red Metallic","Mercedes-Benz C-Class C280 Luxury 4MATIC","Dealer:","Walser Hyundai","86512967","29100","195",NULL
"9008727","5320","2.3L I4 16V GDI DOHC Turbo","8772843835","2008","0","Silver","15991","Silver","Mazda MazdaSpeed3","Dealer:","Carl Gregory Chrysler Dodge Hyundai Jeep","86677466","47141","195",NULL
"9008993","5346","Petrol","8667512547","2009","0","Black","62995","Black","Mercedes-Benz SL-Class SL550","Dealer:","Dealer:","85260927","44954","195",NULL
"9010805","545","3.5L V6 24V MPFI DOHC","8888564053","2005","0","Silver","13999","Silver","Nissan Murano S","Dealer:","Don Robinson Motors","86353469","40105","195",NULL
"9017116","5703","2.9L I4 16V MPFI DOHC","8666900578","2007","0","Yellow","6995","Yellow","Chevrolet Colorado WT","Dealer:","Bell Auto Sales","86327668","89933","195",NULL
"9017335","5705","5.7L V8 16V MPFI OHV","8774115692","1995","0","Green","8788","Green","Chevrolet Corvette Base","Dealer:","Maxie Price Chevrolet","84272260","120251","195",NULL
"9021321","5788","5.9L I6 24V DDI OHV Turbo Diesel","8666944026","1999","0","Black","15995","Black","Dodge Ram 3500 Laramie","Dealer:","Hardy Chevrolet Buick GMC","85800442","140674","195",NULL
"9024112","5843","3.5L V6 24V MPFI DOHC","8667650714","2009","0","White","21998","White","Ford Taurus X Limited","Dealer:","CarMax","86718970","52629","195",NULL
"9024930","5854","2.0L I4 16V MPFI DOHC","8776428275","1999","0","Red","6999","Red","Honda CR-V LX","Dealer:","American Financial Services  Autosales","86184329","44360","195",NULL
"9025345","5863","3.5L V6 24V MPFI SOHC","8884404375","2009","0","Bali Blue Pearl","28995","Bali Blue Pearl","Honda Pilot EX-L","Dealer:","Landmark Dodge Chrysler Jeep RAM Morrow","85719898","43163","195",NULL
"9027120","5927","5.7L V8 16V MPFI OHV","8886967365","2010","0","Silver","20888","Silver","Jeep Commander Sport","Dealer:","Mall of Georgia Chrysler Dodge Jeep RAM","85184212","57210","195",NULL
"9027878","5936","4.0L V8 16V MPFI OHV","8883454047","2002","0","Alveston Red","9800","Alveston Red","Land Rover Discovery SE","Dealer:","Woody Butts Chevrolet","86466118","76315","195",NULL
"9032767","6085","5.6L V8 32V MPFI DOHC","8883458166","2008","0","Blizzard","18981","Blizzard","Nissan Titan XE","Dealer:","Lynch Nissan of Auburn","85113811","37435","195",NULL
"9034433","6199","4.0L V6 24V MPFI DOHC","8774399594","2010","0","Blizzard Pearl","31991","Blizzard Pearl","Toyota 4Runner SR5","Dealer:","La Grange Toyota","71735426","40223","195",NULL
"9035365","6209","3.5L V6","8775861359","2008","0","Gray","24999","Gray","Toyota Highlander Limited","Dealer:","Marietta Auto Sales","86568691","77377","195",NULL
"9036164","6223","4.0L V6 24V MPFI DOHC","8778135616","2006","0","Silver Streak Mica","22500","Silver Streak Mica","Toyota Tacoma Base","Dealer:","Cole""s Automotive Group","85397117","72999","195",NULL
"9036768","6236","2.0L I4 16V DDI DOHC Turbo Diese","8669012415","2009","0","White","19950","White","Volkswagen Jetta TDI","Dealer:","Gossett Volkswagen","84631277","16357","195",NULL
"9037726","6280","3.5L V6 24V MPFI SOHC","8883796109","2010","0","Black","28750","Black","Acura TL 3.5","Dealer:","Craig and Landreth Pre-Owned","78447613","26089","195",NULL
"9041058","6403","2.2L I4 16V MPFI DOHC","8883319213","2008","0","Black","11788","Black","Chevrolet HHR LT","Dealer:","Sam Swope Mitsubishi","85631737","62581","195",NULL
"9042854","6429","3.6L V6 24V GDI DOHC","8772586467","2012","0","White","29988","White","Chevrolet Traverse 1LT","Dealer:","Dan Powers GM Center","84246608","16817","195",NULL
"9046519","6511","4.0L V6 12V MPFI SOHC","8776651299","2006","0","Black","15944","Black","Ford Explorer Eddie Bauer","Dealer:","44 Auto Mart","85191718","0","195",NULL
"9052751","6673","5.4L V8 24V MPFI SOHC","8889048940","2006","0","Silver","18000","Silver","Lincoln Mark LT","Dealer:","KNOX FORD","83836067","109843","195",NULL
"9053924","672","3.5L V6 24V MPFI DOHC","8882320899","2006","0","Indigo Ink Pearl","16987","Indigo Ink Pearl","Toyota Avalon Limited","Dealer:","Lexus of Maplewood","85806605","78318","195",NULL
"9054367","673","2.4L I4 16V MPFI DOHC","8776204810","2009","0","Magnetic Gray Metallic","12991","Magnetic Gray Metallic","Toyota Camry LE","Dealer:","St. Cloud Toyota","86238248","80532","195",NULL
"9055059","6761","1.6L I4 16V GDI DOHC Turbo","8776489840","2011","0","Graphite Blue","23800","Graphite Blue","Nissan Juke","Dealer:","Andy Mohr Nissan","77081934","9781","195",NULL
"9057095","6831","3.4L V6 12V MPFI OHV","8665792457","2000","0","Gray","2990","Gray","Pontiac Montana","Dealer:","Expressway Ford Mercury of Mount Vernon","85027780","0","195",NULL
"9058062","6891","3.5L V6 24V MPFI DOHC","8886799026","2007","0","Cassis Pearl","19990","Cassis Pearl","Toyota Avalon Limited","Dealer:","Wright Select","86647215","69842","195",NULL
"9060260","6933","2.5L I5 20V MPFI DOHC","8777114124","2011","0","Tornado Red","18994","Tornado Red","Volkswagen Golf 2.5","Dealer:","Tom Wood Volkswagen","74054530","7103","195",NULL
"9071844","7569","2.5L H4 16V MPFI DOHC Turbo","8772196209","2009","0","Silver","25995","Silver","Subaru Forester 2.5 XT","Dealer:","Hadwin White Buick GMC Subaru","82308009","37667","195",NULL
"9075921","785","3.0L I6 24V MPFI DOHC","8888162418","2004","0","Titanium Silver Metallic","11995","Titanium Silver Metallic","BMW 330 xi","Dealer:","3A Automotive","84653474","70902","195",NULL
"14838378","937","8Cylinder 4.7L V8 SOHC 16V","8664304839","2002","0","Black","2999","SUV","Dodge Durango SLT","unknown","1st Choice Auto Sales Inc","122312357","127000","275","2013-08-25 22:22:45"
"9078365","802","4.4L V8 32V MPFI DOHC","8888533649","2000","0","Jet Black","10495","Jet Black","BMW 740 iL","Dealer:","Grossinger Kia","85591633","91182","195",NULL
"9079684","816","4.8L V8 32V MPFI DOHC","8887648598","2007","0","Space Gray Metallic","33777","Space Gray Metallic","BMW X5 4.8i","Dealer:","Luxury Auto Xchange","73604838","45957","195",NULL
"9081007","8291","3.5L V6 24V MPFI DOHC","8772692435","2008","0","White Blizzard Pearl","18988","White Blizzard Pearl","Toyota RAV4 Limited","Dealer:","Greg""s Auto Sales","79940973","74596","195",NULL
"9082437","8425","6 Cylinders","9013516803","2003","0","Tan","9995","Tan","Buick LeSabre Custom","Individual Seller:","Individual Seller:","75885806","31000","195",NULL
"9087131","8584","4.0L V6 12V MPFI SOHC","8888419602","2008","0","Stone Green Clearcoat Metallic","17975","Stone Green Clearcoat Metallic","Ford Explorer XLT","Dealer:","Purchase Ford Lincoln","84390558","51000","195",NULL
"9087701","8596","2.0L I4 16V MPFI DOHC","8778917212","2010","0","Blue","16088","Blue","Ford Focus SE","Dealer:","Homer Skelton Autoplex","68965376","32463","195",NULL
"9087902","8599","2.5L I4 16V MPFI DOHC","8884509667","2010","0","Brilliant Silver Clearcoat Metallic","13096","Brilliant Silver Clearcoat Metal","Ford Fusion SE","Dealer:","Mt. Moriah Auto Sales, Inc.","76574088","93431","195",NULL
"9089885","866","3.7L I5 20V MPFI DOHC","8663835473","2011","0","Sheer Silver Metallic","24995","Sheer Silver Metallic","Chevrolet Colorado LT","Dealer:","D""Arcy Buick GMC","81485298","31424","195",NULL
"9092767","8809","4.6L V8 16V MPFI SOHC Flexible F","8889036902","2010","0","Black","16999","Black","Mercury Grand Marquis LS","Dealer:","King Cotton Autoplex","71973786","32914","195",NULL
"9098383","9082","3.0L I6 24V MPFI DOHC","8665270553","2004","0","Gray","13995","Gray","BMW 530 i","Dealer:","Trumble Auto Sales","85622136","120000","195",NULL
"9099887","9157","2.2L I4 16V MPFI DOHC","8887558377","2010","0","White","13998","White","Chevrolet Cobalt LT","Dealer:","CarMax","86720902","26725","195",NULL
"15078861","4838","3.5L V6 24V MPFI DOHC","8882583133","2011","0","Gold","16700","Minivan","Toyota Sienna LE","unknown","The Car Shack","122331029","54738","275","2013-08-25 22:36:55"
"9107471","9309","2.4L I4 16V MPFI DOHC","8883881171","2009","0","Glacier Blue Metallic","16481","Glacier Blue Metallic","Honda CR-V LX","Dealer:","Fort Bend Toyota","86617118","55368","195",NULL
"9108954","9356","3.5L V6 24V MPFI DOHC","8889043894","2008","0","Moonlight White","25888","Moonlight White","Infiniti M35 Base","Dealer:","Mercedes Benz/Smart Center of Sugar Land","83286979","46963","195",NULL
"9113885","9519","2.5L I4 16V MPFI DOHC","8778209518","2009","0","Sonoran Sand Metallic","21447","Sonoran Sand Metallic","Nissan Altima 2.5 SL","Dealer:","Baker Nissan South","85570934","22585","195",NULL
"9114304","9527","3.5L V6 24V MPFI DOHC","8882541657","2009","0","Radiant Silver Metallic","25000","Radiant Silver Metallic","Nissan Maxima 3.5 SV","Dealer:","Mazda of Clear Lake","86620135","24406","195",NULL
"9116523","9656","2.5L I4 16V MPFI DOHC","8669060428","2011","0","Beige","16891","Beige","Toyota Camry","Dealer:","Don McGill Toyota of Katy","84839620","33650","195",NULL
"9117717","9680","5.7L V8 32V MPFI DOHC","8664573703","2008","0","Salsa Red Pearl","27960","Salsa Red Pearl","Toyota Tundra Limited","Dealer:","Mike Dodd""s Motor Trends","85260488","55972","195",NULL
"9119448","9771","6 Cylinders","5049055136504905","2002","0","Gray","8900","Gray","BMW 525 i","Dealer:","Dealer:","86474126","142000","195",NULL
"15142530","6927","2.0L I4 8V MPFI SOHC","8888705587","1996","0","Green","2500","Sedan","Volkswagen Jetta GL","unknown","Sams Auto Sale","109834888","146000","275","2013-08-25 22:40:29"
"9124157","9987","2.3L I4 16V MPFI DOHC","8886757382","2009","0","White","11995","White","Ford Ranger","Dealer:","Veterans Ford","82438600","34186","195",NULL
"9124185","9988","3.5L V6 24V MPFI DOHC","8888166640","2011","0","Black","18887","Black","Ford Taurus SE","Dealer:","Riverland Ford","81036152","60093","195",NULL
"9129084","1029","2.2L I4 16V MPFI DOHC","8883892384","2008","0","Blue","28900","Blue","Honda S2000 CR","Dealer:","Honda of Lisle","88161231","17789","200",NULL
"9134131","10581","5.7L V8 16V MPFI OHV","8774388858","2010","0","Cool Vanilla","27365","Cool Vanilla","Chrysler 300C EXECUTIVE","Dealer:","Ferguson Superstore","88147276","20702","200",NULL
"9139860","10901","2.5L I4 16V MPFI DOHC","8667965324","2008","0","Majestic Blue Metallic","13950","Majestic Blue Metallic","Nissan Altima 2.5 S","Dealer:","Kasterke Auto Mart","86200629","72547","200",NULL
"9143881","1112","3.5L V6 24V GDI DOHC","8883988672","2007","0","Obsidian Black","25900","Obsidian Black","Lexus GS 350","Dealer:","Lexus Of Orland Park","88161131","72625","200",NULL
"9145756","11254","4.3L V6 12V MPFI OHV","8885045176","2003","0","Pewter","12100","Pewter","Chevrolet Silverado 1500 LS","Dealer:","Par Five Auto","84540560","100160","200",NULL
"9147445","11341","3.5L V6 24V MPFI DOHC","8889027850","2007","0","Cream","14995","Cream","Ford Edge SEL","Dealer:","Elmer-Hare Ford","84573379","90708","200",NULL
"9149474","11402","2.0L I4 16V MPFI DOHC","8886127311","2008","0","Black Pearl","11977","Black Pearl","Hyundai Elantra GLS","Dealer:","Elite Cars Sales Auto Group","86224357","69035","200",NULL
"9156722","11962","3.5L V6 24V MPFI SOHC","8882545103","2010","0","Beige","18599","Beige","Chrysler 300 Touring","Dealer:","CarMax","87686318","32007","200",NULL
"15023152","3097","3.5L V6 24V MPFI SOHC","8888532579","2010","0","Gray","25550","Minivan","Honda Odyssey Touring","unknown","Car Expo","110887756","34889","275","2013-08-25 22:33:32"
"9165591","1235","3.5L V6 24V MPFI DOHC","8888971614","2010","0","Radiant Silver Metallic","26991","Radiant Silver Metallic","Nissan Maxima 3.5 S","Dealer:","Napleton Autowerks","89104948","20056","200",NULL
"9167641","12444","4.6L V8 32V MPFI DOHC","8882478939","2011","0","White","26998","White","Toyota Tundra Grade","Dealer:","CarMax","89589725","17102","200",NULL
"9170168","12626","2.4L I4 16V MPFI DOHC","8772844738","2011","0","Silver","15998","Silver","Chevrolet Malibu LS","Dealer:","CarMax","88117442","38816","200",NULL
"9171284","12733","4.2L V6 12V MPFI OHV","8882717524","2007","0","White","8950","White","Ford F150 XL","Dealer:","Morning Star Motor Company","87730496","50349","200",NULL
"9177551","13466","3.5L V6 24V MPFI SOHC","8882839195","2007","0","Gray","15995","Gray","Honda Ridgeline RTS","Dealer:","Gaudin Ford","87341280","95031","200",NULL
"9180900","1374","4.7L V8 32V MPFI DOHC","8886939191","2000","0","Champagne Pearl","13995","Champagne Pearl","Toyota Land Cruiser","Dealer:","Silver Auto Sales Inc.","55692142","113200","200",NULL
"9182543","13881","3.5L V6 24V MPFI SOHC","8887764928","2009","0","Black","24953","Black","Acura TL 3.5","Dealer:","Acura 101 West","87390820","29775","200",NULL
"9187051","14032","3.4L V6 12V MPFI OHV","8664731840","2003","0","Gray","7999","Gray","Chevrolet Venture LT","Dealer:","Studio United Auto Sales Inc.","72588283","82675","200",NULL
"9187539","14056","2.0L I4 16V MPFI DOHC","8664731840","2007","0","Silver","8999","Silver","Dodge Caliber SXT","Dealer:","Studio United Auto Sales Inc.","78523058","100576","200",NULL
"9189844","14133","4.0L V6 12V MPFI SOHC","8888225452","2007","0","Oxford White","13995","Oxford White","Ford Ranger XLT","Dealer:","Power Honda","88781127","71855","200",NULL
"14958440","2074","3.5L V6 24V MPFI DOHC","8882934841","2010","0","Silver Pine Mica","24465","Minivan","Toyota Sienna XLE","unknown","Davis Honda","69555825","26303","275","2013-08-25 22:29:43"
"9195414","14374","2.5L I4 16V MPFI DOHC","8884875043","2009","0","Phantom White","20000","Phantom White","Nissan Rogue","Dealer:","Motor Village LA","89623704","51162","200",NULL
"9197166","14441","3.8L H6 24V MPFI DOHC","8776207986","2006","0","Arctic Silver","52995","Arctic Silver","Porsche 911","Dealer:","Allen Motors","89823926","38589","200",NULL
"9200417","1454","3.0L V6 24V GDI DOHC Supercharge","8774971199","2009","0","Dark Blue Metallic","37995","Dark Blue Metallic","Audi A6 3.0 quattro Premium","Dealer:","Wyoming Valley Motors","76414352","29166","200",NULL
"9202123","1458","3.2L V6 24V GDI DOHC","8882657864","2009","0","Brilliant Black","31889","Brilliant Black","Audi Q5 3.2 quattro Premium","Dealer:","Audi of Bernardsville/Mendham","87271613","41195","200",NULL
"9205481","14695","2.2L I4 16V MPFI DOHC Flexible F","8885149094","2011","0","Cyber Gray Metallic","14988","Cyber Gray Metallic","Chevrolet HHR LT","Dealer:","Fremont Toyota","89381932","36790","200",NULL
"9211798","14814","3.5L V6 24V MPFI DOHC","8882271101","2009","0","Brilliant Silver Metallic","22988","Brilliant Silver Metallic","Ford Flex SEL","Dealer:","Frontier Ford","89533794","54613","200",NULL
"9215322","14879","3.5L V6 24V MPFI DOHC","8777625089","2008","0","Silver","19991","Silver","Infiniti G35","Dealer:","Stevens Creek Nissan","89443602","62697","200",NULL
"15206885","10595","2.4L I4 16V MPFI DOHC","8888335552","2005","0","Blue","8988","Wagon","Chrysler PT Cruiser Touring","unknown","Bryans Car Corner","114808708","46909","275","2013-08-25 22:44:27"
